Time DTG TG flux Temperature
1820	-0.0094	-0.2451	-3.11	113.23
1823.5	-0.0094	-0.2442	-3.11	113.42
1827	-0.0095	-0.2441	-3.1	113.65
1830.5	-0.0095	-0.245	-3.11	113.84
1834	-0.0096	-0.2453	-3.11	114.02
1837.5	-0.0096	-0.2469	-3.11	114.22
1841	-0.0097	-0.2467	-3.11	114.43
1844.5	-0.0098	-0.2469	-3.11	114.61
1848	-0.0098	-0.2469	-3.1	114.78
1851.5	-0.0099	-0.2462	-3.11	114.97
1855	-0.01	-0.2492	-3.11	115.21
1858.5	-0.01	-0.2501	-3.12	115.4
1862	-0.01	-0.2512	-3.11	115.56
1865.5	-0.01	-0.2517	-3.11	115.77
1869	-0.01	-0.2532	-3.11	115.96
1872.5	-0.01	-0.2533	-3.12	116.13
1876	-0.01	-0.2531	-3.12	116.35
1879.5	-0.01	-0.2533	-3.11	116.53
1883	-0.01	-0.2529	-3.11	116.73
1886.5	-0.01	-0.2541	-3.11	116.91
1890	-0.0099	-0.2542	-3.11	117.12
1893.5	-0.0099	-0.2559	-3.11	117.33
1897	-0.0099	-0.2576	-3.11	117.5
1900.5	-0.0098	-0.2578	-3.11	117.66
1904	-0.0097	-0.258	-3.11	117.88
1907.5	-0.0097	-0.2579	-3.11	118.13
1911	-0.0096	-0.2592	-3.11	118.26
1914.5	-0.0095	-0.2595	-3.11	118.43
1918	-0.0094	-0.2605	-3.1	118.66
1921.5	-0.0093	-0.26	-3.11	118.85
1925	-0.0091	-0.2607	-3.1	119.05
1928.5	-0.009	-0.2608	-3.1	119.25
1932	-0.0089	-0.2605	-3.11	119.45
1935.5	-0.0087	-0.2624	-3.1	119.63
1939	-0.0086	-0.2638	-3.1	119.81
1942.5	-0.0084	-0.2644	-3.1	119.99
1946	-0.0082	-0.265	-3.1	120.2
1949.5	-0.0081	-0.2647	-3.1	120.4
1953	-0.008	-0.2655	-3.1	120.6
1956.5	-0.0079	-0.2658	-3.1	120.78
1960	-0.0078	-0.2666	-3.1	120.97
1963.5	-0.0078	-0.266	-3.1	121.2
1967	-0.0078	-0.2648	-3.09	121.36
1970.5	-0.0078	-0.2651	-3.09	121.54
1974	-0.0078	-0.266	-3.1	121.76
1977.5	-0.0078	-0.2678	-3.1	121.96
1981	-0.0078	-0.2687	-3.1	122.16
1984.5	-0.0077	-0.2701	-3.1	122.36
1988	-0.0077	-0.2708	-3.11	122.56
1991.5	-0.0076	-0.2696	-3.1	122.73
1995	-0.0076	-0.2714	-3.11	122.95
1998.5	-0.0076	-0.2701	-3.1	123.17
2002	-0.0075	-0.2708	-3.09	123.36
2005.5	-0.0076	-0.2696	-3.1	123.55
2009	-0.0076	-0.2694	-3.09	123.72
2012.5	-0.0077	-0.2684	-3.09	123.92
2016	-0.0078	-0.2684	-3.08	124.12
2019.5	-0.0079	-0.2698	-3.07	124.29
2023	-0.0081	-0.2699	-3.07	124.49
2026.5	-0.0082	-0.2714	-3.07	124.67
2030	-0.0083	-0.2719	-3.06	124.88
2033.5	-0.0084	-0.275	-3.07	125.1
